Review Text,Review Title,topic
"I followed the directions on the package plus raspberries, blended it and YUK. Disgusting. So I added a frozen banana and blended again. So unbelievably salty I had to toss it. Thankfully I only bought the sample pouch.",awful taste,Bad Taste/Flavor
Fits small.  Good for the price points but not as soft or wide as the premier brands.,"Fits small, good for the price, not soft",Hard to Chew
"I bought because it says unscented.  The back says ""fragrance."" What's up with that. It's for someone with an MI allergy.",Not unscented,Allergic
"I purchased this product after using another 5-HTP supplement for years. I bought this when the price of my usual supplement went *way* up, but I have not experienced the same benefits when using this product as I did with my other product. I'll finish the bottle, but I am afraid I'll end up switching back to my old brand.",Not as Good As Other 5-HTP I've Used,Inferior to competitors
"I ordered two bottles and when it came, one bottle had the seal around the cap and the seal over the bottle pre-opened.",Seal was broken,Packaging
"As many people have stated, you cannot read the label.  Also the pill is difficult to swallow due to size and not having a slick exterior. I think ""X Brand"" needs to go back to the drawing board on this one.",Back to the drawing board please,Too big to swallow
"I felt so terrible from when I started taking this, I thought it was just a bad first trimester. Burning stomach, exhaustion, burping, nausea. I moved to Citranatal and the symptoms were gone almost overnight. Don’t take this! Also a pain to have to take 3x a day. Many other once a day options out there that<br />won’t have any affect on you feel.",Makes terrible symptoms that mask as morning sickness,Quality/Contaminated
"I felt so terrible from when I started taking this, I thought it was just a bad first trimester. Burning stomach, exhaustion, burping, nausea. I moved to Citranatal and the symptoms were gone almost overnight. Don’t take this! Also a pain to have to take 3x a day. Many other once a day options out there that<br />won’t have any affect on you feel.",Makes terrible symptoms that mask as morning sickness,Allergic
Never received or ordered,Never ordered,Shipment and delivery
"While Cerave is my favorite skin cleanser, Cetaphil is a close second. This Solimo is compared to Cetaphil. I like that they cleanse well and are gentle. They are suited for your face but could be used all over if you have sensitive or dry skin so just need to carry less products with you while traveling.<br /><br />While the ingredients are not natural ingredients, it does have a short list of ingredients and without a lot of necessary ingredients such as fragrances and dyes. Some of the ingredients are still questionable. The ingredients are slightly different from the name brand.<br /><br />Ingredients: water, cetyl alcohol, propylene glycol, sodium lauryl sulfate, stearyl alcohol, phenoxyethanol, hydroxyacetophenone, sodium hydroxide.<br /><br />It’s a low lathering formula and doesn’t even require water if you aren’t able or don’t need to use water while washing.",Low List of Ingredients While Some Are Still Questionable but Cleanses Well and Gentle,Not Effective
"While Cerave is my favorite skin cleanser, Cetaphil is a close second. This Solimo is compared to Cetaphil. I like that they cleanse well and are gentle. They are suited for your face but could be used all over if you have sensitive or dry skin so just need to carry less products with you while traveling.<br /><br />While the ingredients are not natural ingredients, it does have a short list of ingredients and without a lot of necessary ingredients such as fragrances and dyes. Some of the ingredients are still questionable. The ingredients are slightly different from the name brand.<br /><br />Ingredients: water, cetyl alcohol, propylene glycol, sodium lauryl sulfate, stearyl alcohol, phenoxyethanol, hydroxyacetophenone, sodium hydroxide.<br /><br />It’s a low lathering formula and doesn’t even require water if you aren’t able or don’t need to use water while washing.",Low List of Ingredients While Some Are Still Questionable but Cleanses Well and Gentle,Ingredients
"I don't think this product is made to withstand any kind of heat. It was left at my doorstep and here I live in Florida. It tasted terrible and all the gummy's stuck together. For what you pay, it's not worth it. Try another product that fairs well if you live in a warmer climate and you know you won't be at home when the delivery comes.",Doesn't travel well,Texture
"I don't think this product is made to withstand any kind of heat. It was left at my doorstep and here I live in Florida. It tasted terrible and all the gummy's stuck together. For what you pay, it's not worth it. Try another product that fairs well if you live in a warmer climate and you know you won't be at home when the delivery comes.",Doesn't travel well,Bad Taste/Flavor
So sweet lots of sugar,Too much sugar!,Too Sweet
So sweet lots of sugar,Too much sugar!,Ingredients
The flavor is horrible. Taste like rotten food,DO NOT PUT THIS ON SALE,Bad Taste/Flavor
"Taste somewhat like cinnamon, very gritty flavor tho.  Didn’t fill me up. Not satisfied with this product.",Not buying this again,Bad Taste/Flavor
"Taste somewhat like cinnamon, very gritty flavor tho.  Didn’t fill me up. Not satisfied with this product.",Not buying this again,Customer Service
